mmsiNo,imoNo,vsslNm,callLetter,vsslTp,vsslTpCd,vsslTpCrgo,vsslCls,vsslLen,vsslWidth,flag,flagCd,vsslDefBrd,lon,lat,sog,cog,rot,headSide,vsslNavi,vsslNaviCd,source,dt_pos_utc,dt_static_utc,vsslTpMain,vsslTpSub,dstNm,dstCd,eta
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656666700,31.9928166700,0.00,164.10,0,88,MOORED,5,V-AIS,20221101191752,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656666700,31.9928166700,0.00,164.10,0,89,MOORED,5,V-AIS,20221101193301,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656666700,31.9928166700,0.00,140.70,0,90,MOORED,5,V-AIS,20221101221451,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656666700,31.9928166700,0.00,96.70,0,89,MOORED,5,V-AIS,20221101224056,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656666700,31.9928166700,0.00,96.70,0,91,MOORED,5,V-AIS,20221101231111,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.6656666700,31.9928333300,0.00,245.50,0,90,UNDER_WAY_USING_ENGINE,0,V-AIS,20221102005255,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,110.00,0,91,MOORED,5,V-AIS,20221101151135,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,110.00,0,90,MOORED,5,V-AIS,20221101153159,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,110.00,0,89,MOORED,5,V-AIS,20221101161249,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,164.10,0,89,MOORED,5,V-AIS,20221101180947,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,164.10,0,89,MOORED,5,V-AIS,20221101183037,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,164.10,0,89,MOORED,5,V-AIS,20221101183612,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,164.10,0,90,MOORED,5,V-AIS,20221101195921,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928166700,0.00,236.70,0,88,MOORED,5,V-AIS,20221101233135,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.6656833300,31.9928166700,0.00,236.70,0,88,MOORED,5,V-AIS,20221101235159,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.6656833300,31.9928166700,0.00,245.50,0,88,MOORED,5,V-AIS,20221102001221,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,90,MOORED,5,V-AIS,20221101091309,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,90,MOORED,5,V-AIS,20221101093407,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101100328,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,91,MOORED,5,V-AIS,20221101103107,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101111835,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,91,MOORED,5,V-AIS,20221101113915,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101115334,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,91,MOORED,5,V-AIS,20221101121436,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,90,MOORED,5,V-AIS,20221101132600,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101133845,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101143047,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101145113,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,110.00,0,90,MOORED,5,V-AIS,20221101160058,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,164.10,0,91,MOORED,5,T-AIS,20221101163738,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,164.10,0,90,MOORED,5,V-AIS,20221101170728,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,164.10,0,90,MOORED,5,V-AIS,20221101171304,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,164.10,0,90,MOORED,5,V-AIS,20221101205224,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,164.10,0,88,MOORED,5,V-AIS,20221101211249,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,164.10,0,91,MOORED,5,V-AIS,20221101212609,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928333300,0.00,140.70,0,92,MOORED,5,V-AIS,20221101215908,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928500000,0.00,110.00,0,89,MOORED,5,T-AIS,20221101123636,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6656833300,31.9928500000,0.00,110.00,0,90,MOORED,5,V-AIS,20221101125940,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6657000000,31.9928166700,0.00,164.10,0,91,MOORED,5,T-AIS,20221101173940,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6657000000,31.9928333300,0.00,110.00,0,91,MOORED,5,T-AIS,20221101084838,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6657000000,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101095034,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6657000000,31.9928333300,0.00,110.00,0,89,MOORED,5,V-AIS,20221101105141,20221101052411,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,120.6657000000,31.9928333300,0.00,110.00,0,91,MOORED,5,V-AIS,20221101140535,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.7501500000,32.0088000000,9.80,81.30,0,84,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102014029,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.8368000000,31.9812983300,10.20,139.20,0,139,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102021027,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.8744833300,31.9184166700,10.10,162.10,0,163,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102023528,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,120.8904666700,31.8614666700,10.50,165.10,0,164,UNDER_WAY_USING_ENGINE,0,T-AIS,20221102025545,20221101115520,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,124.2224333300,32.0227500000,10.70,47.80,0,48,UNDER_WAY_USING_ENGINE,0,V-AIS,20221102234939,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.90,124.3047000000,32.0920166700,10.70,34.70,0,26,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103001015,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110416000000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.3486666700,32.1674983300,10.60,27.20,0,22,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103004145,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.4313333300,32.2292666700,10.80,58.80,0,55,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103011211,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.4374500000,32.2323333300,10.80,59.50,0,54,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103013326,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.5753500000,32.2905650000,10.40,51.00,0,44,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103015722,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.6240500000,32.3241000000,10.30,48.10,0,41,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103022730,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.7036833300,32.3809000000,10.30,50.50,0,43,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103024855,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.7886833300,32.4472316700,9.90,46.50,0,39,UNDER_WAY_USING_ENGINE,0,T-AIS,20221103031653,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.7989333300,32.4550333300,9.90,48.00,0,40,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103033930,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.8646333300,32.5045500000,9.80,48.70,0,41,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103035127,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
312773000,8356869,HAO XIANG 11,V3JW,GENERAL_CARGO,70,,A,155.0,22.0,Belize,312,8.80,124.9200333300,32.5478483300,9.60,39.70,0,31,UNDER_WAY_USING_ENGINE,0,V-AIS,20221103041317,20221102061245,GENERAL_CARGO,,KR BUSAN,KRPUS,2022110414300000
